name,id
Barry Pepper,942
Ashton Kutcher,943
Naomie Harris,944
Aki Maeda,945
Rupert Grint,948
Christopher Eccleston,949
Vicellous Shannon,953
Justin Theroux,954
Ming-Na Wen,957
Kiefer Sutherland,960
Kevin Bacon,961
Jeremy Irons,964
Gary Farmer,965
Bill Paxton,967
Robert Duvall,969
Wiley Wiggins,970
Toshirô Yanagiba,972
Marie-Laure Dougnac,973
Meg Ryan,976
Jodi Benson,977
Priscilla Presley,978
John Candy,979
John Getz,981
Bruce Spence,983
James Remar,984
Frank Oz,985
Patrick McGoohan,986
Irene Miracle,988
François Truffaut,989
Nina van Pallandt,990
James Coburn,991
Telly Savalas,992
Sebastian Cabot,993
Vanessa Redgrave,994
Paul McCartney,995
George Peppard,996
Rock Hudson,997
Montgomery Clift,998
John Hodiak,999
Madeleine Carroll,1000
Bob Gunton,1
Aaron Eckhart,3
Martin Balsam,5
Elliot Page,9
Meat Loaf,10
Orlando Bloom,11
Gary Sinise,12
Carrie Fisher,17
Michael Berryman,18
Leslie Odom Jr.,19
Cho Yeo-jeong,20
Leandro Firmino,23
Tom Sizemore,25
David Morse,26
Giorgio Cantarini,27
Lawrence A. Bonney,29
Shima Iwashita,31
Keiko Tsushima,32
Lionel Barrymore,33
Zazie Beetz,34
Melissa Benoist,35
Omar Sy,36
Frank Finlay,39
Connie Nielsen,40
Beverly D'Angelo,41
Antonella Attili,46
Akemi Yamaguchi,47
Lea Thompson,48
Vera Miles,50
Paul Henreid,51
Henry Bergman,52
Florence Lee,53
Boluwatife Treasure Bankole,54
Ismail Hacioglu,55
Vijay Sethupathi,56
Ryô Narita,57
Fatima Sana Shaikh,58
Shameik Moore,59
Mona Singh,65
Jeff Garlin,67
Kang Hye-jeong,69
Joe Pantoliano,70
Yûko Tanaka,71
Elizabeth McGovern,72
Paul Freeman,73
Danny Lloyd,74
Sumita Sanyal,77
Charles Laughton,80
Adolphe Menjou,81
Wendell Corey,82
Erich von Stroheim,83
Jack Oakie,84
Daniel Mays,85
Sohum Shah,86
Radhika Apte,87
Asha Sharath,88
Annika Wedderkopp,89
Sareh Bayat,90
Maxim Gaudette,91
Deniz Baysal,92
Hümeyra,93
Eli Roth,94
Tom Wilkinson,95
Rufus,96
Jennifer Connelly,98
Thora Birch,99
Bahare Seddiqi,101
Don Rickles,102
Michael Madsen,104
Vincent D'Onofrio,105
Liubomiras Laucevicius,106
Carrie Henn,107
Elizabeth Berridge,108
Steven Bauer,109
Klaus Wennemann,111
Cybill Shepherd,112
Michael Bates,114
William Sylvester,115
James Mason,119
Barbara Bel Geddes,120
Donald O'Connor,121
Shin'ichi Himori,122
Lianella Carell,123
Dorothy Comingore,125
Inge Landgut,126
Gustav Fröhlich,127
Jackie Coogan,128
Varun Sharma,129
Mohit Raina,130
Ramachandra Raju,131
Linda Cardellini,132
Neeraj Kabi,134
Anushka Shetty,135
Lisa Haydon,138
Giorgi Nakashidze,139
Pawan Malhotra,140
Nawazuddin Siddiqui,141
Manjot Singh,142
Rajesh Abhay,143
Pablo Rago,144
Joel Edgerton,145
Jordan Nagai,147
Margot Robbie,148
Sagarika Ghatge,149
Ciarán Hinds,150
Sergi López,151
Joan Cusack,152
Rupert Graves,153
Siddharth,154
Shernaz Patel,155
Kishori Ballal,157
Ulrich Matthes,158
Tatsuya Gashûin,159
Nick Moran,162
Sermin Hürmeriç,164
Val Kilmer,165
Raveena Tandon,167
Alison Doody,169
Ljubica Adzovic,170
Chika Sakamoto,171
Bonnie Bedelia,172
Jinpachi Nezu,173
Lena Nyman,176
Michael Ansara,177
Richard Attenborough,180
Frank Overton,181
Richard Widmark,183
Ingrid Thulin,185
Bengt Ekerot,186
Robert Manuel,187
Robert Cummings,188
Sô Yamamura,189
Masayuki Mori,190
George Sanders,191
Tim Holt,192
Robert Stack,193
Tom Murray,194
Joe Keaton,195
Luàna Bajrami,196
Kirti Kulhari,197
Aoi Yûki,198
Cho Jin-woong,200
Suzanne Clément,201
Dafne Keen,203
Sean Bridgers,204
Mónica Villa,205
Tina Fey,206
Demet Akbag,207
Mithun Chakraborty,209
Neil Patrick Harris,211
Haru Kuroki,212
Luke Bracey,213
Bill Hader,214
Ileana D'Cruz,215
Olivia Wilde,217
Lisa Hannigan,220
Indraneil Sengupta,221
Nicholas Hoult,224
Jimmy Sheirgill,225
Christopher Carley,226
Cary-Hiroyuki Tagawa,229
Eric Bana,230
Catherine Keener,232
Eun-ju Lee,237
Vernon Dobtcheff,238
Gracy Singh,239
Roe-ha Kim,240
Akshaye Khanna,241
Daryl Hannah,242
Ellen DeGeneres,243
Goya Toledo,245
Mélanie Thierry,250
Branka Katic,252
John Goodman,253
Ping Lam Siu,254
Jonny Lee Miller,255
Mirjana Jokovic,257
Saïd Taghmaoui,258
Amrish Puri,259
Andrea Eckert,260
Frédérique Feder,261
Jeff Goldblum,263
Alison Crosbie,264
Saifei He,266
Corey Feldman,268
Dean Stockwell,270
Hisako Kyôda,271
Keith David,272
James Laurenson,273
José Lewgoy,274
Kristina Adolphson,275
Sean Young,276
Michael Palin,278
Burt Young,280
Peter Finch,281
Ignat Daniltsev,283
John Huston,284
Kari Sylwan,286
Jüri Järvet,287
Nathalie Delon,288
Strother Martin,289
Margaretha Krook,290
Nikolay Grinko,291
Yacef Saadi,292
Enrique Rambal,293
Victor Buono,294
Keiju Kobayashi,295
Valentin Zubkov,297
Gunnel Lindblom,298
Claire Maurier,300
Stephen Boyd,301
Franca Marzi,303
Isuzu Yamada,304
Peter van Eyck,307
Robert Arthur,308
Edmond O'Brien,309
Marius Goring,311
Frank Morgan,312
Pierre Fresnay,316
Walter Connolly,317
André Berley,318
Al Ernest Garcia,319
Margaret Livingston,320
Marion Mack,321
Friedrich Feher,322
Gajraj Rao,323
Christopher Heyerdahl,324
Kumud Mishra,325
Rosemarie DeWitt,328
Kristen Wiig,330
Ginnifer Goodwin,331
Ramya Krishnan,332
Mary Steenburgen,333
Izabela Vidovic,334
Ranveer Singh,335
John Gallagher Jr.,337
Arifin Putra,338
Matthew Goode,339
Ana de Armas,341
Gwilym Lee,343
Will Poulter,344
Ezra Miller,345
Helena Bonham Carter,347
T.J. Miller,349
Kalki Koechlin,351
Siu-Wong Fan,352
Sheetal Menon,353
Ilker Kizmaz,354
Freida Pinto,355
Caio Junqueira,357
Jaden Smith,361
Hyuk-ho Kwon,364
Emmanuelle Seigner,366
Ozan Güven,367
Lou Romano,368
Konstantin Lavronenko,371
Jong-ho Kim,372
Lola Dueñas,373
Craig Bierko,374
In-mun Kim,380
Jane Galloway Heitz,386
Shinpachi Tsuji,387
Marília Pêra,389
Thierry van Werveke,391
J.T. Walsh,392
Phyllis Logan,393
Akio Ôtsuka,395
Catherine O'Hara,396
Chris Elliott,397
Benjamin Bratt,398
James Rebhorn,399
Robby Benson,402
Graham Greene,403
Ruby Dee,404
Valeria Golino,405
Mami Koyama,406
Otto Sander,408
Francine Racette,409
Kotoe Hatsui,410
Rohini Hattangadi,412
Ken'ichi Hagiwara,413
Melvyn Douglas,414
Tony Roberts,415
Penelope Allen,417
Marty Feldman,418
Victor Jory,419
Linda Blair,420
Alec Cawthorne,421
Leonard Frey,423
Gastone Moschin,424
Katharine Ross,425
Kim Hunter,427
George Segal,429
Eleanor Parker,430
Geraldine Chaplin,431
Marianne Koch,432
André S. Labarthe,434
Piper Laurie,435
Ricky Nelson,437
Ben Gazzara,438
Burl Ives,440
Susan Harrison,441
Vince Edwards,442
Lillian Gish,443
Richard Basehart,444
Paul Meurisse,445
Otto Preminger,446
Eddie Albert,447
Frank Lovejoy,449
Valerie Hobson,450
Stanley Holloway,453
Clifton Webb,454
Gladys George,457
John Carradine,458
Norman Taurog,459
Paulette Dubost,460
Maureen O'Sullivan,461
John Wray,462
Grigoriy Aleksandrov,463
Sahil Vaid,465
Kirin Kiki,466
Julia Greer,467
Michael Stuhlbarg,468
Hayley Squires,469
Rima Te Wiata,471
Samantha Isler,472
Maria Doyle Kennedy,473
Oscar Isaac,478
Seamus Davey-Fitzpatrick,479
Taner Birsel,481
Isabelle Huppert,484
Adel Bencherif,486
Dominique McElligott,487
Per Ragnar,488
Jason Cope,489
Evan Rachel Wood,490
Tarun Arora,491
Vlad Ivanov,493
John Billingsley,496
Tsuyoshi Ihara,497
Justine Waddell,498
Danielle Proulx,501
Jean-Baptiste Maunier,502
Terrence Howard,503
Kate Ashfield,504
Güven Kiraç,505
Filip Sovagovic,510
Yoshiyuki Takei,511
Graciela Tenenbaum,513
Kate Hudson,515
Takashi Tachibana,519
Mamaengaroa Kerr-Bell,520
Dennis Hopper,521
Takeshi Aono,523
Penelope Ann Miller,524
Alison Whelan,526
Bill Bernstein,527
Christopher Guest,531
Darren McGavin,532
Cab Calloway,533
Mariel Hemingway,534
Ann Reinking,535
Scott H. Reiniger,536
Jack Warden,537
Zamira Saunders,538
Pupella Maggio,539
Paul Frankeur,540
Helena Rojo,541
Vivian Pickles,542
Stephen Young,543
Robert Ryan,544
Karl Hardman,545
Warren Oates,547
Jean Simmons,550
Lea Massari,551
Stella Dassas,552
Julie Harris,555
Thomas Mitchell,556
Ruth Roman,557
William H. Lynn,558
John Payne,559
John Ridgely,561
Phillip Terry,562
Ralph Bellamy,564
Olivia de Havilland,565
Chico Marx,566
Robert Armstrong,567
Olga Baclanova,568
Gustav von Wangenheim,569
Michelle Dockery,570
Rajit Kapoor,571
Paul Raci,572
Babak Karimi,573
Marco Giallini,575
Janelle Monáe,576
Hugh Bonneville,577
Kyle Chandler,581
Joel Basman,582
Alan Tudyk,583
Florence Pugh,586
Jerome Flynn,587
Dominic West,588
Ali Mosaffa,589
Sabrina Ferilli,590
Annu Kapoor,592
Scott Adsit,593
Mehdi Nebbou,595
Miori Takimoto,596
Annie Potts,597
Sylvia Hoeks,598
Masaki Okada,602
Jeon Gook-Hwan,603
Barkhad Abdirahman,605
Tae-hoon Kim,606
Jason Mitchell,607
Jin Goo,608
Yeong-hie Seo,609
Richard Armitage,610
Leonie Benesch,611
Ewa Fröling,612
Sacha Baron Cohen,613
Magnus Millang,614
Famke Janssen,616
Rupert Friend,617
Hugh Walsh,618
Tuncel Kurtiz,620
Dalia Hernández,626
Tilda Swinton,629
Nicolas Bro,631
Iain Rea,633
Yoshiaki Umegaki,634
Gustaf Skarsgård,637
Mía Maestro,639
Pavel Ponomaryov,640
Michel Robin,641
Christopher Adamson,643
Lorelei Linklater,644
Wood Harris,645
Ziyi Zhang,646
Candela Peña,647
Paul Sanchez,648
Norman Reedus,649
Eddie Murphy,652
Billy Zane,653
Ren Osugi,654
Katrin Cartlidge,657
Sarah Jessica Parker,658
Juliette Lewis,659
Art LaFleur,661
John Haycraft,662
Sela Ward,664
Lillo Brancato,665
Dan Riba,666
Teresa Mo,667
Lisanne Falk,668
Halina Gryglaszewska,669
Hudhail Al-Amir,670
Julie Kavner,672
Rei Sakuma,673
Sally Yeh,675
Kevin Peter Hall,678
Dan Hicks,679
Mia Sara,680
Jeff Cohen,682
Oprah Winfrey,683
Molly Ringwald,684
Diahnne Abbott,688
Peter Coyote,689
Jane Alexander,690
Chief Dan George,692
Allen Garfield,694
Eric Baugin,695
Michel Auclair,696
Helmut Griem,698
Peter Ostrum,699
Sylvia Miles,700
Richard Crenna,701
Michael J. Pollard,703
David Tomlinson,705
Bernhard Wicki,706
Henri Serre,707
Megs Jenkins,708
Daniel Boulanger,709
Walter Brennan,712
Macdonald Carey,713
Andy Devine,714
Paul Lukas,715
Charles Ruggles,716
Ann Dvorak,719
Diego Cortina Autrey,721
Gemma Jones,722
Julia Jones,724
Bradley Whitford,725
Ving Rhames,726
Filip Berg,727
Kasumi Arimura,729
Tom Prior,730
Nat Wolff,732
Salim Kechiouche,735
Nell Cattrysse,737
Shammi Kapoor,739
June Squibb,740
Jane Lynch,741
Marcia Gay Harden,743
Will Ferrell,745
Ricky Adelayitor,748
Justin Timberlake,749
Justin Bartha,751
Geoffrey Arend,755
Katsunosuke Hori,759
Amy Ryan,760
Rebecca De Mornay,761
Mitsutaka Itakura,762
Asaka Seto,763
Jo Hartley,764
Gillian Anderson,767
Craig Parkinson,771
Zachary Levi,772
Thom Hoffman,773
Qiu Yuen,777
Aitana Sánchez-Gijón,779
Kerry Washington,780
Giovanni Ribisi,781
John Hodgman,784
Billy Connolly,785
Nora-Jane Noone,786
Chulpan Khamatova,787
Rob Maxey,792
Oliver Stokowski,793
Jean Heywood,794
Stephen Trask,795
Julia Roberts,796
Pamela Adlon,797
Mary Kay Bergman,800
David Herman,801
Olivia Williams,804
Chete Lera,805
Greg Kinnear,807
Francis Huster,809
Justin Braine,811
Derek Jacobi,813
Liam Cunningham,814
Marilyn Ghigliotti,817
Roberta Maxwell,819
Dave Goelz,820
Delroy Lindo,821
Russell Means,822
Bunshi Katsura Vi,823
Alec Baldwin,824
Demi Moore,825
Mary Stuart Masterson,826
Joanna Cassidy,829
Johanna ter Steege,830
Richard Griffiths,831
Miranda Richardson,833
Helmut Qualtinger,834
Verna Bloom,837
Patrick Horgan,838
DeForest Kelley,840
Judd Hirsch,842
Robert Hays,843
Kiyoshi Kobayashi,844
Tony Moran,845
Georges Adet,847
Slim Pickens,849
Jack Kehoe,850
Jim Kelly,851
Ned Beatty,852
Harry Guardino,854
Mary Ure,855
John Fiedler,856
Michel Piccoli,858
John Fraser,860
Ulla Jacobsson,861
Honor Blackman,862
Polly Bergen,864
Moira Shearer,865
Juliette Mayniel,867
Larry Gates,868
Sal Mineo,869
Cecil Parker,870
Barry Fitzgerald,872
Hugh Marlowe,873
Robert Morley,874
George Macready,875
Norman Ferguson,876
William Harrigan,877
Joseph Lee,879
Matvey Novikov,881
Lindsay Duncan,884
Ann Owens,885
Franz Rogowski,886
Tugba Sunguroglu,887
Dave Bautista,888
Jon Hamm,889
Alan Alda,891
Sarah Vowell,892
Tessa Thompson,895
Roman Madyanov,896
Sophie Kennedy Clark,898
Andy Serkis,899
Ray Sahetapy,901
Anna Kendrick,902
Sam Elliott,904
Markus Rygaard,906
Jason Segel,907
Antonio Resines,910
Jan Cornet,912
Max Riemelt,914
Tim McGraw,916
Danai Gurira,917
Sienna Miller,920
Pascal Greggory,924
Yong Dong,925
Paul Giamatti,926
Toby Kebbell,927
David Wenham,929
Carla Gugino,931
Elisabeth Shue,935
Thibault Verhaeghe,936
Bobby Cannavale,938
Bae Doona,940
Amy Smart,943
Tarô Yamamoto,945
Anjelica Huston,946
Daniel Giménez Cacho,947
Richard Harris,948
Fionnula Flanagan,949
Joseph Fiennes,951
Josh Lucas,954
Herbert Knaup,955
Tobey Maguire,958
Arno Frisch,959
John Roselius,962
James Fleet,963
Crispin Glover,965
Annie Corley,966
Janusz Gajos,968
Barbara Hershey,969
Ralph Macchio,971
Dominique Pinon,973
Daniel Stern,974
Andy Garcia,975
Samuel E. Wright,977
O.J. Simpson,978
Laila Robins,979
Gary Busey,980
Jane Fonda,982
Michael Preston,983
Dorsey Wright,984
Jerry Nelson,985
Roberts Blossom,986
Richard Briers,987
Bo Hopkins,988
Teri Garr,989
Romolo Valli,991
Louis Prima,993
Sarah Miles,994
George Harrison,995
Walter Slezak,999
Lucie Mannheim,1000
William Sadler,1
Caroline Goodall,8
Zach Grenier,10
Sean Bean,11
Sally Field,12
Aldo Giuffrè,13
Lorraine Bracco,16
Billy Dee Williams,17
Peter Brocco,18
Renée Elise Goldsberry,19
Choi Woo-sik,20
Aparna Balamurali,21
Matheus Nachtergaele,23
Rumi Hiiragi,24
Edward Burns,25
Bonnie Hunt,26
Giustino Durano,27
Andrew Kevin Walker,28
Kasi Lemmons,29
Tetsurô Tanba,31
Yukiko Shimazaki,32
Frances Conroy,34
Paul Reiser,35
Anne Le Ny,36
Emilia Fox,39
Oliver Reed,40
Jennifer Lien,41
Stephen Baldwin,42
James Earl Jones,44
Robert Patrick,45
Isa Danieli,46
Yoshiko Shinohara,47
John Gavin,50
Tiny Sandford,52
Harry Myers,53
Kawsar Al Haddad,54
Kyung-jin Lee,55
Shraddha Srinath,56
Sanya Malhotra,58
Jake Johnson,59
Sharman Joshi,65
Tisca Chopra,66
Fred Willard,67
Ulrich Tukur,68
Kim Byeong-Ok,69
Mark Boone Junior,70
Treat Williams,72
John Rhys-Davies,73
Scatman Crothers,74
Frederic Forrest,75
Veronica Cartwright,76
Ramesh Deo,77
Kyôko Kagawa,78
Keenan Wynn,79
Thelma Ritter,82
Nancy Olson,83
Reginald Gardiner,84
Jyoti Malshe,86
Anil Dhawan,87
Ansiba,88
Lasse Fogelstrøm,89
Mustafa Kamel,91
Celile Toyon Uysal,92
Ege Tanman,93
Mélanie Laurent,94
Gerry Robert Byrne,95
Lorella Cravotta,96
Dennis Farina,97
Marlon Wayans,98
Wes Bentley,99
Nafise Jafar-Mohammadi,101
Jim Varney,102
Angus Macfadyen,103
Chris Penn,104
Adam Baldwin,105
Vladas Bagdonas,106
Roy Dotrice,108
Mary Elizabeth Mastrantonio,109
Hubertus Bengsch,111
Charles Durning,113
Warren Clarke,114
Daniel Richter,115
Mara Krupp,116
Ray Walston,118
Jessie Royce Landis,119
Tom Helmore,120
Debbie Reynolds,121
Haruo Tanaka,122
Elena Altieri,123
Byron Barr,124
Agnes Moorehead,125
Otto Wernicke,126
Rudolf Klein-Rogge,127
Carl Miller,128
Prateik,129
Archana Jois,131
Sebastian Maniscalco,132
Caleb Landry Jones,133
Tamannaah Bhatia,135
Rashida Jones,136
Rajat Kapoor,137
Jeffrey Ho,138
Misha Meskhi,139
Art Malik,140
Tigmanshu Dhulia,141
Ram Kapoor,142
Hemendra Dandotiya,143
Carla Quevedo,144
Jennifer Morrison,145
John Ratzenberger,147
Shilpa Shukla,149
Martin Stringer,150
Stephen Rea,153
Ayesha Kapoor,155
Smit Sheth,157
Juliane Köhler,158
Akihiro Miwa,159
Kim Basinger,163
Yesim Salkim,164
Karisma Kapoor,167
Denholm Elliott,169
Husnija Hasimovic,170
Shigesato Itoi,171
Reginald VelJohnson,172
Daisuke Ryû,173
Frank Vincent,174
Halvar Björk,176
Johnny Sekka,177
Amjad Khan,178
Eric Idle,179
Rosemary Murphy,181
Yôko Tsukasa,182
George Raft,184
Nils Poppe,186
Janine Darcey,187
John Williams,188
Setsuko Hara,189
Celeste Holm,191
Bruce Bennett,192
Felix Bressart,193
Erwin Connelly,195
Andrea Tariang,197
Kenshô Ono,198
Bárbara Lennie,199
Moon So-Ri,200
Patrick Huard,201
Kay Kay Menon,202
Boyd Holbrook,203
Wendy Crewson,204
Diego Starosta,205
Graham Norton,206
Ayberk Pekcan,207
Boman Irani,208
Mahesh Manjrekar,209
Tyler Perry,211
Yukito Nishii,212
Teresa Palmer,213
Lewis Black,214
Saurabh Shukla,215
Caitriona Balfe,218
Liev Schreiber,219
Katrina Kaif,222
Melissa Leo,223
Zoë Kravitz,224
Aamir Bashir,225
Ahney Her,226
Michael Gambon,227
Kazuko Yoshiyuki,228
Sarah Roemer,229
Barry Humphries,230
Christopher Mintz-Plasse,231
Xolani Mali,236
Hyeong-jin Kong,237
Louise Lemoine Torrès,238
Sunil Dutt,239
Jae-ho Song,240
Alexander Gould,243
Álvaro Guerrero,245
Yûko Miyamura,247
Rachel Shelley,248
Bill Nunn,250
Noah Emmerich,251
Florijan Ajdini,252
Tung Cho 'Joe' Cheung,254
Kevin McKidd,255
Steve Buscemi,256
Slavko Stimac,257
Abdel Ahmed Ghili,258
Farida Jalal,259
Hanno Pöschl,260
Jean-Pierre Lorit,261
Faye Wong,262
Philip King,264
You Ge,265
Cuifen Cao,266
Josh Charles,267
Jerry O'Connell,268
Aurore Clément,270
Gorô Naya,271
Richard Masur,272
Eleanor David,273
Miguel Ángel Fuentes,274
Börje Ahlstedt,275
Edward James Olmos,276
Terry Gilliam,278
John Savage,279
Hardy Krüger,282
Oleg Yankovskiy,283
Perry Lopez,284
John Hillerman,285
Vladislav Dvorzhetskiy,287
Cathy Rosier,288
J.D. Cannon,289
Nikolay Sergeev,291
Samia Kerbash,292
José Baviera,293
Wesley Addy,294
Yûnosuke Itô,295
Evgeniy Zharikov,297
Birgitta Pettersson,298
Dick York,299
Guy Decomble,300
Haya Harareet,301
Kamatari Fujiwara,302
Dorian Gray,303
Sessue Hayakawa,305
Folco Lulli,307
Porter Hall,308
Margaret Wycherly,309
Joseph Schildkraut,312
Judith Anderson,313
Edward Arnold,314
Roscoe Karns,317
Maurice Schutz,318
Harry Crocker,319
Bodil Rosing,320
Glen Cavender,321
Lil Dagover,322
Richard Dormer,324
Prakash Belawadi,325
Sunny Pawar,329
Kate Mara,330
Jason Bateman,331
Sathyaraj,332
Vijay Raaz,335
Kaitlyn Dever,337
Oka Antara,338
Allen Leech,339
Ben Hardy,343
Paul Rudd,345
Milhem Cortaz,346
Bryce Dallas Howard,348
Ed Skrein,349
Merila Zare'i,350
Dibyendu Bhattacharya,351
Ka Tung Lam,352
Katie A. Keane,353
Baris Bagci,354
Steve Zahn,360
Brian Howe,361
Kagiso Kuypers,362
Julia Stiles,363
Jin-mo Joo,364
Marie-Josée Croze,366
Safak Sezer,367
Patton Oswalt,368
Jeffrey Wright,369
Nataliya Vdovina,371
Kim Young-Min,372
Mabel Rivera,373
Jaya Bachchan,375
Anthony Chau-Sang Wong,376
Jason Lee,379
Song Wok-suk,380
Altan Erkekli,382
Holmes Osborne,383
Peter Stormare,385
Joseph A. Carpenter,386
Masaaki Ôkura,387
Paprika Steen,388
Soia Lira,389
John Ritter,392
Claire Rushbrook,393
Joseph Melito,394
William Hickey,396
Stephen Tobolowsky,397
Enrique Castillo,398
Gabrielle Anwar,399
Linda Larkin,400
Jesse Corti,402
Rodney A. Grant,403
Richard Edson,404
Gerald R. Molen,405
Tesshô Genda,406
Curt Bois,408
Stanislas Carré de Malberg,409
Minori Terada,410
Paul Winfield,411
Roshan Seth,412
Carol Kane,415
Lorraine Gary,416
Sully Boyar,417
Peter Boyle,418
Don Gordon,419
John Matthews,421
Ben Johnson,422
Molly Picon,423
Enzo Tarascio,424
Sidney Blackmer,426
Maurice Evans,427
William Daniels,428
Sandy Dennis,429
Richard Haydn,430
Wolfgang Lukschy,432
Sandra Milo,433
Guylaine Schlumberger,434
Yvonne Furneaux,436
Angie Dickinson,437
Arthur O'Connell,438
Joseph Calleia,439
Jack Carson,440
Martin Milner,441
Jay C. Flippen,442
James Gleason,443
Aldo Silvani,444
Robert Strauss,446
Hartley Power,447
Carl Benton Reid,449
Joan Greenwood,450
Dick Hogan,451
Rhonda Fleming,452
Joyce Carey,453
Vincent Price,454
Charley Grapewin,458
Richard Thorpe,459
Mila Parély,460
Nat Pendleton,461
Arnold Lucy,462
Ivan Bobrov,463
Saswata Chatterjee,465
Mayu Matsuoka,466
Azhy Robertson,467
Amira Casar,468
Sharon Percy,469
Bob Balaban,470
Rachel House,471
Annalise Basso,472
Jack Reynor,473
Ariane Labed,479
Ahmet Mümtaz Taylan,481
James Cromwell,482
Alexandre Tharaud,484
Reda Kateb,486
Rosie Shaw,487
Henrik Dahl,488
Nathalie Boltt,489
Mark Margolis,490
Dara Singh,491
Elijah Smith,492
Alexandru Potocean,493
Elizabeth Berrington,495
Ellen Crawford,496
Ryô Kase,497
Kim Uylenbroek,498
Émile Vallée,501
Kad Merad,502
Lucy Davis,504
Zarah Jane McKenzie,505
Emmy Rossum,506
Leonor Watling,509
Georges Siatidis,510
Beau Billingslea,511
María Mercedes Villagra,513
Jeanne Bates,516
Luis Guzmán,518
Shigeru Muroi,519
Julian Arahanga,520
Benoît Régent,522
Osamu Saka,523
John Leguizamo,524
Anthony Michael Hall,525
Kirsten Sheridan,526
Claire Bloom,527
Charles Martin Smith,528
Katherine Helmond,530
Kimberly Stringer,531
Scott Schwartz,532
Michael Murphy,534
Leland Palmer,535
Gaylen Ross,536
Juan Ferrara,538
Armando Brancia,539
Bulle Ogier,540
Del Negro,541
Cyril Cusack,542
Michael Strong,543
Marilyn Eastman,545
John Castle,546
Lee Grant,547
Angela Lansbury,549
Dominique Blanchar,551
Pierre Barbaud,552
Ward Bond,554
Lloyd Bridges,556
Leo G. Carroll,557
Victoria Horne,558
Gene Lockhart,559
Louis Calhern,560
Martha Vickers,561
Howard Da Silva,562
Ruth Hussey,563
Basil Rathbone,565
Bruce Cabot,567
Roscoe Ates,568
Greta Schröder,569
Jeremy Strong,570
Shishir Sharma,571
Lauren Ridloff,572
Mina Sadati,573
Edoardo Leo,575
Sally Hawkins,577
Diljit Dosanjh,578
Disha Patani,580
Lucas Hedges,581
Mikkel Boe Følsgaard,582
Walton Goggins,585
Eliza Scanlen,586
Robert Gulaczyk,587
Pauline Burlet,589
Carlo Buccirosso,590
Lillete Dubey,591
Dolly Ahluwalia,592
Jamie Chung,593
Lydia Wilson,594
Priya Anand,595
Masahiko Nishimura,596
Tony Hale,597
Craig Ferguson,600
Ho-jin Chun,603
Hee-won Kim,606
Neil Brown Jr.,607
Je-mun Yun,608
Yoo-Jeong Kim,609
Ken Stott,610
Lena Endre,612
Lars Ranthe,614
Leland Orser,616
Zac Mattoon O'Brien,617
Gerard Hendrick,618
Nursel Köse,620
Michelle Rodriguez,624
Linh Dan Pham,625
Rudy Youngblood,626
Julia Ormond,629
Kirron Kher,630
Tessa Mitchell,633
Aya Okamoto,634
Linda Zilliacus,637
Mercedes Morán,639
Lyubov Agapova,640
Monica Viegas,641
Kim Tae-Woo,642
JB Blanc,643
Ryan Hurst,645
Chen Chang,646
Antonia San Juan,647
Lari White,648
David Della Rocco,649
Diane Venora,650
Chris Owen,651
Susumu Terajima,654
Gore Vidal,655
Jean-Marc Barr,657
Patrick Renna,661
Christopher Reeve,662
Greg Cruttwell,663
Francis Capra,665
Eric Radomski,666
Philip Chan,667
Alan Randolph Scott,668
Kalina Jedrusik,669
Lloyd Avery II,670
Frances Sternhagen,671
Ruth Nelson,672
Kappei Yamaguchi,673
Kong Chu,675
Thomas F. Wilson,676
Brad Dourif,677
Elpidia Carrillo,678
Kassie Wesley DePaiva,679
Jeffrey Jones,680
Margaret Avery,683
Ally Sheedy,684
Julian Sands,685
Harold Ramis,686
Dennis Quaid,687
Sandra Bernhard,688
Dee Wallace,689
Justin Henry,690
Linda Manz,691
Bill McKinney,692
Saeed Jaffrey,693
Jean Topart,695
Alan Badel,696
Ramon Bieri,697
Joel Grey,698
Roy Kinnear,699
John McGiver,700
Efrem Zimbalist Jr.,701
Katharine Houghton,702
Wilfrid Hyde-White,704
Glynis Johns,705
Darryl F. Zanuck,706
Vanna Urbino,707
Henri-Jacques Huet,709
Joanne Dru,710
Dolores Moran,712
Henry Travers,713
May Whitty,715
Walter Catlett,716
Zeppo Marx,718
Karen Morley,719
John Boles,720
Carlos Peralta,721
Ian Hart,722
Teo Briones,724
Ida Engvoll,727
Cori Gonzalez-Macuer,728
Nanako Matsushima,729
Sophie Perry,730
Nick Offerman,733
Andrea Riseborough,734
Aurélien Recoing,735
Amrita Puri,736
Geert Van Rampelberg,737
Bob Odenkirk,740
Sarah Silverman,741
Lucy Liu,743
Kurt Fuller,744
Elizabeth Banks,745
Orto Ignatiussen,746
Andrew Adote,748
Ed Helms,751
Jacki Weaver,753
Tomoko Yamaguchi,757
Tôru Furuya,759
Gattlin Griffith,760
Anthony Edwards,761
Ayami Kakiuchi,762
Yû Kashii,763
Andrew Shim,764
Sonoya Mizuno,765
Neeral Mulchandani,766
Natalie Dessay,770
Donna Murphy,772
Halina Reijn,773
Randy Quaid,774
Karina Arroyave,776
Siu-Lung Leung,777
Brian Cox,778
John Sharian,779
Clifton Powell,780
Anna Faris,781
Eric Sykes,782
Radha Mitchell,783
Jennifer Saunders,784
William Atherton,785
Anne-Marie Duff,786
Florian Lukas,787
Sarah Bolger,788
Liam Aiken,792
Wotan Wilke Möhring,793
