id_x,Poster_Link,Series_Title,Released_Year,Certificate,Runtime,IMDB_Rating,Overview,Meta_score,No_of_Votes,Gross,id_y,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords
550,"https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",spartacus,1960,A,197 min,7.9,The slave Spartacus leads a violent revolt against the decadent Roman Republic.,87.0,124339,30000000.0,32528,Spartacus,6.729,59,Released,2004-03-17,0,174,False,/9vmV4vowql7e2WNcPcZzn1iGR66.jpg,0,,tt0361240,en,spartacus,"Sentenced to spend out the rest of his adult life laboring in the harsh deserts of Egypt, the Thracian slave Spartacus gets a new lease on life when he is purchased by the obese owner of a Roman gladiator school. Moved by the defiance of an Ethiopian warrior, Draba, Spartacus leads a slave uprising which threatens Rome's status quo. As Spartacus gains sympathy within the Roman Senate, he also makes a powerful enemy in form of Marcus Lucinius Crassus, who makes it a matter of personal honor to crush the rebellion.",10.583,/4qDIb9K9qLxCVT8cKGt5YrF54Xb.jpg,,"Action, Drama","USA Cable Entertainment, Nimar Studios",United States of America,English,"gladiator, rome, italy, roman empire, gladiator fight, slavery, ancient rome, ancient world, slave, escaped slave"
550,"https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",spartacus,1960,A,197 min,7.9,The slave Spartacus leads a violent revolt against the decadent Roman Republic.,87.0,124339,30000000.0,88585,Spartacus,6.0,1,Released,2006-07-05,0,123,True,,0,https://chichilarues.com/products/spartacus?_pos=1&_sid=0cd2e8941&_ss=r&variant=999028155,tt1114267,en,spartacus,"This visual feast for the eyes contains an outstanding cast with some of the hottest looking European studs working in the industry.  This Big Budget feature is nothing short of spectacular.  Treat yourself to an instant classic with top notch locations, production values and a cast compiled from the heavens.",0.872,,,,,Hungary,Hungarian,"anal sex, male masturbation, gay pornography"
550,"https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",spartacus,1960,A,197 min,7.9,The slave Spartacus leads a violent revolt against the decadent Roman Republic.,87.0,124339,30000000.0,1098340,Spartacus,0.0,0,Released,2023-05-02,0,0,False,,0,,tt27104037,id,spartacus,2023 documentary film by Aiko Adonia Pardika,0.6,/oqILhO6fs4tvXIWWOGB2WCex6y9.jpg,,,,,,
551,"https://m.media-amazon.com/images/M/MV5BZDFlODBmZTYtMWU4MS00MzY4LWFmYzYtYzAzZmU1MGUzMDE5XkEyXkFqcGdeQXVyNTc1NDM0NDU@._V1_UY98_CR1,0,67,98_AL_.jpg",l'avventura,1960,U,144 min,7.9,"A woman disappears during a Mediterranean boating trip. During the search, her lover and her best friend become attracted to each other.",,26542,,5165,L'Avventura,7.6,608,Released,1960-09-14,0,144,False,/nJT9XUVgvjWwZ1xhUt890V1uiwW.jpg,0,,tt0053619,it,l'avventura,"Claudia and Anna join Anna's lover, Sandro, on a boat trip to a remote volcanic island. When Anna goes missing, a search is launched. In the meantime, Sandro and Claudia become involved in a romance despite Anna's disappearance, though the relationship suffers from guilt and tension.",10.842,/waQPqPYLouGJXDYGqXmpyLN4PLA.jpg,A new adventure in filmmaking...,"Drama, Mystery","Cino del Duca, Societé Cinématographique Lyre, Produzioni Cinematografiche Europee (P.C.E.)","France, Italy","Italian, English","island, mediterranean, police, architect, boating trip"
552,"https://m.media-amazon.com/images/M/MV5BMzY2NTA1MzUwN15BMl5BanBnXkFtZTgwOTc4NTU4MjE@._V1_UX67_CR0,0,67,98_AL_.jpg",hiroshima mon amour,1959,,90 min,7.9,A French actress filming an anti-war film in Hiroshima has an affair with a married Japanese architect as they share their differing perspectives on war.,,28421,88300.0,5544,Hiroshima Mon Amour,7.777,712,Released,1959-06-10,3193,92,False,/nHmxbmwGmbY6p5i5Soal4ZJNrTq.jpg,0,,tt0052893,fr,hiroshima mon amour,"The deep conversation between a Japanese architect and a French actress forms the basis of this celebrated French film, considered one of the vanguard productions of the French New Wave. Set in Hiroshima after the end of World War II, the couple -- lovers turned friends -- recount, over many hours, previous romances and life experiences. The two intertwine their stories about the past with pondering the devastation wrought by the atomic bomb dropped on the city.",16.04,/adLWFW0JC8f3wjhnfBnHlf85Poh.jpg,From the measureless depths of a woman's emotions...,"Drama, History, Romance","Argos Films, Como Films, Daiei Film, Pathé Overseas, Pathé Entertainment","France, Japan","English, French, Japanese","new love, france, atomic bomb, return, lover, architect, hiroshima, japan, black and white, family, extramarital affair, anti war, nouvelle vague"
553,"https://m.media-amazon.com/images/M/MV5BODcxYjUxZDgtYTQ5Zi00YmQ1LWJmZmItODZkOTYyNDhiNWM3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",the ten commandments,1956,U,220 min,7.9,"Moses, an Egyptian Prince, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people.",,63560,93740000.0,6844,The Ten Commandments,7.754,1400,Released,1956-10-05,122700000,220,False,/rKiNFQYpe0qPbVKkBWbUJAVtNl.jpg,13000000,,tt0049833,en,the ten commandments,"Escaping death, a Hebrew infant is raised in a royal household to become a prince. Upon discovery of his true heritage, Moses embarks on a personal quest to reclaim his destiny as the leader and liberator of the Hebrew people.",38.304,/2rBUaC6ngeFmYXjL4KA3eLjt5wA.jpg,The greatest event in motion picture history!,"Drama, History","Paramount, Motion Picture Associates",United States of America,English,"epic, egypt, israel, moses, ten commandments, christianity, slavery, miracle, bible, judaism, religion, ancient egypt, technicolor, old testament, pharaoh, passover, christian film"
553,"https://m.media-amazon.com/images/M/MV5BODcxYjUxZDgtYTQ5Zi00YmQ1LWJmZmItODZkOTYyNDhiNWM3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",the ten commandments,1956,U,220 min,7.9,"Moses, an Egyptian Prince, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people.",,63560,93740000.0,24805,The Ten Commandments,6.662,65,Released,1923-11-23,0,136,False,/6QrVSYsd5cmrThBzR8GWNm6Soa4.jpg,1800000,,tt0014532,en,the ten commandments,"The first part tells the story of Moses leading the Jews from Egypt to the Promised Land, his receipt of the tablets and the worship of the golden calf. The second part shows the efficacy of the commandments in modern life through a story set in San Francisco. Two brothers, rivals for the love of Mary, also come into conflict when John discovers Dan used shoddy materials to construct a cathedral.",9.246,/uQNsUtxDp5G3qq1a2Wc1ycjF5AL.jpg,,"Drama, History",Paramount,United States of America,No Language,"dancing, army, moses, hunger, cathedral, stowaway, sin, money, black and white, church, slave, dog, dead boy, silent film, pearl necklace, newspaper article, pharaoh, passover"
553,"https://m.media-amazon.com/images/M/MV5BODcxYjUxZDgtYTQ5Zi00YmQ1LWJmZmItODZkOTYyNDhiNWM3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",the ten commandments,1956,U,220 min,7.9,"Moses, an Egyptian Prince, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people.",,63560,93740000.0,22331,The Ten Commandments,5.478,23,Released,2007-10-19,952820,88,False,/u4aYt9ho1Zpr81eui3hTrdc3AEo.jpg,10000000,,tt0955411,en,the ten commandments,"This vibrantly animated feature recounts the biblical epic of the Hebrew prophet Moses and the Ten Commandments. Led by the word of God, Moses challenges the ominous Egyptian pharaoh, performs miracles and guides the chosen people on a 40-year journey through the desert to free them from captivity and lead them to the Promised Land.",5.436,/yeake9TDNiyIFtqDjIAPMSJhO1u.jpg,An ordinary man. An extraordinary calling.,"Animation, Drama, Family, History","Promenade Pictures, Ten Chimneys Entertainment",United States of America,"German, English","red sea, moses, ten commandments, bible, biblical plagues, passover, animated horror, uncanny valley, independent film, biblical"
553,"https://m.media-amazon.com/images/M/MV5BODcxYjUxZDgtYTQ5Zi00YmQ1LWJmZmItODZkOTYyNDhiNWM3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",the ten commandments,1956,U,220 min,7.9,"Moses, an Egyptian Prince, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people.",,63560,93740000.0,901271,The Ten Commandments,6.0,1,Released,1996-01-01,0,0,False,,0,,,en,the ten commandments,,1.12,/hcHz1edjzsvTKWsF9m8smjdqzL5.jpg,,"Animation, Family","GoodTimes Entertainment, Cayre Brothers, Bert Stratford Productions.",United States of America,English,
553,"https://m.media-amazon.com/images/M/MV5BODcxYjUxZDgtYTQ5Zi00YmQ1LWJmZmItODZkOTYyNDhiNWM3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",the ten commandments,1956,U,220 min,7.9,"Moses, an Egyptian Prince, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people.",,63560,93740000.0,295569,The Ten Commandments,0.0,0,Released,1994-01-01,0,5,False,,0,,,en,the ten commandments,"In this well-known biblical story, Moses is raised to be a Pharaoh despite his Hebrew heritage. As his younger brother desires the crown, Moses creates a relationship with the enslaved Hebrews and leads them to freedom. Although a long journey, Moses is blessed with the voice of God and is given the Ten Commandments, for which all followers are to live by. This is a great educational movie for the whole family.",0.6,/1kYzX3wVNNMhyWkpazr7g6m3IM4.jpg,,"Animation, Comedy",,,,
554,"https://m.media-amazon.com/images/M/MV5BYWQ3YWJiMDEtMDBhNS00YjY1LTkzNmEtY2U4Njg4MjQ3YWE3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",the searchers,1956,Passed,119 min,7.9,An American Civil War veteran embarks on a journey to rescue his niece from the Comanches.,94.0,80316,,3114,The Searchers,7.723,1243,Released,1956-05-16,0,119,False,/9J533N4ZMNpcaN9k1Aw08XguFPS.jpg,3750000,,tt0049730,en,the searchers,"As a Civil War veteran spends years searching for a young niece captured by Indians, his motivation becomes increasingly questionable.",23.616,/jLBmgW0epNzJ1N9uzaVCjbyT94v.jpg,He had to find her... he had to find her...,Western,"C.V. Whitney Pictures, Warner Bros. Pictures",United States of America,"Spanish, English, Navajo","brother, native american, uncle, racist, prejudice, racism, massacre, desert, cavalry, reverend, comanche, technicolor, civil war veteran, abduction"
554,"https://m.media-amazon.com/images/M/MV5BYWQ3YWJiMDEtMDBhNS00YjY1LTkzNmEtY2U4Njg4MjQ3YWE3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",the searchers,1956,Passed,119 min,7.9,An American Civil War veteran embarks on a journey to rescue his niece from the Comanches.,94.0,80316,,1025707,The Searchers,0.0,0,Released,2016-11-25,0,94,False,,0,https://www.thesearchersfilm.com/welcome-1.html,,en,the searchers,"Fourteen years in the making, the film uses never before seen interviews, archival footage, and recently declassified documents to chronicle the past and present of these ordinary citizens and their contributions to revealing the truth about the crime of the 20th century: the assassination of President John F. Kennedy.",0.6,/qBNyBmAK0LF3yWvsaeY3myJCFFR.jpg,The story of the researchers of the JFK assassination,Documentary,Critical Focus Pictures,,,
554,"https://m.media-amazon.com/images/M/MV5BYWQ3YWJiMDEtMDBhNS00YjY1LTkzNmEtY2U4Njg4MjQ3YWE3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",the searchers,1956,Passed,119 min,7.9,An American Civil War veteran embarks on a journey to rescue his niece from the Comanches.,94.0,80316,,399524,The Searchers,0.0,0,Released,1964-01-01,0,0,False,,0,,,en,the searchers,"When three year old Willy wanders away from home he falls among thieves. They are forced to kidnap him. The police ask Dickie, his elder brother and his friend, Johnny to help in the search. Johnny's friends all join in and meet with varied adventures. The children find Willy in a disused warehouse but cannot rescue him. Three more are caught by the gang who lock them in with the now unconscious gang leader and escape with the jewels. The police, alerted by the children, capture the gang, recover the jewels and finally rescue the children, including Willy",0.6,,,,Children's Film Foundation (CFF),United Kingdom,,
555,"https://m.media-amazon.com/images/M/MV5BMzE1MzdjNmUtOWU5MS00OTgwLWIzYjYtYTYwYTM0NDkyOTU1XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UX67_CR0,0,67,98_AL_.jpg",east of eden,1955,U,118 min,7.9,"Two brothers struggle to maintain their strict, Bible-toting father's favor.",72.0,40313,,220,East of Eden,7.567,669,Released,1955-04-10,0,115,False,/u7i1XtbOubq0xwRy2Zbgmox6g9W.jpg,0,,tt0048028,en,east of eden,"In the Salinas Valley in and around World War I, Cal Trask feels he must compete against overwhelming odds with his brother for the love of their father. Cal is frustrated at every turn, from his reaction to the war, how to get ahead in business and in life, and how to relate to his estranged mother.",12.267,/xv1MZVIop0SQqwLUymgE5eb2LFl.jpg,The searing classic of paradise lost!,Drama,Warner Bros. Pictures,United States of America,English,"individual, sibling relationship, based on novel or book, southern usa, birthday, rebel, big wheel, love, money, beans, 1910s, monterey"
555,"https://m.media-amazon.com/images/M/MV5BMzE1MzdjNmUtOWU5MS00OTgwLWIzYjYtYTYwYTM0NDkyOTU1XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UX67_CR0,0,67,98_AL_.jpg",east of eden,1955,U,118 min,7.9,"Two brothers struggle to maintain their strict, Bible-toting father's favor.",72.0,40313,,717324,East of Eden,8.0,2,Released,2012-08-09,0,6,False,,0,,tt2322580,en,east of eden,"A wayward young man who, while seeking his own identity, vies for the affection of his deeply religious father against his favored brother.",0.6,/3geErZZiFSIcj9gfTIiXhnU74es.jpg,Caleb and Aron are identical twins. Identical in every way but one...,Comedy,"Robinson Film Inc., Nomadic Films, Before The Door Pictures",,English,
555,"https://m.media-amazon.com/images/M/MV5BMzE1MzdjNmUtOWU5MS00OTgwLWIzYjYtYTYwYTM0NDkyOTU1XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UX67_CR0,0,67,98_AL_.jpg",east of eden,1955,U,118 min,7.9,"Two brothers struggle to maintain their strict, Bible-toting father's favor.",72.0,40313,,1305595,East of Eden,0.0,0,In Production,,0,0,False,,0,,tt21097264,en,east of eden,Plot under wraps.,0.0,,,Drama,"Anonymous Content, Fifth Season, Netflix",United States of America,English,based on novel or book
556,"https://m.media-amazon.com/images/M/MV5BOWIzZGUxZmItOThkMS00Y2QxLTg0MTYtMDdhMjRlNTNlYTI3L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",high noon,1952,PG,85 min,7.9,"A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at high noon when the gang leader, an outlaw he sent up years ago, arrives on the noon train.",89.0,97222,9450000.0,288,High Noon,7.7,1278,Released,1952-06-09,8000000,85,False,/jyUcUMvLdUon3HPjbUdAsm754G6.jpg,730000,,tt0044706,en,high noon,"Will Kane, the sheriff of a small town in New Mexico, learns a notorious outlaw he put in jail has been freed, and will be arriving on the noon train. Knowing the outlaw and his gang are coming to kill him, Kane is determined to stand his ground, so he attempts to gather a posse from among the local townspeople.",17.538,/bc1x6kIO9oF30y3IMFuKMJV2uOj.jpg,The story of a man who was too proud to run!,"Western, Drama","Stanley Kramer Productions, United Artists",United States of America,"English, French, Italian","gunslinger, showdown, fistfight, u.s. marshal, shootout, morality, black and white, battle, justice, one against many, quick draw, brawl, ticking clock"
556,"https://m.media-amazon.com/images/M/MV5BOWIzZGUxZmItOThkMS00Y2QxLTg0MTYtMDdhMjRlNTNlYTI3L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",high noon,1952,PG,85 min,7.9,"A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at high noon when the gang leader, an outlaw he sent up years ago, arrives on the noon train.",89.0,97222,9450000.0,35059,High Noon,6.115,25,Released,2009-04-04,0,90,False,/hVD7KzuZQMzvrE0zlbUnyJuP7wg.jpg,0,http://www.mylifetime.com/movies/nora-roberts/high-noon/about,tt1359554,en,high noon,Baltimore's top hostage negotiator embarks on a relationship with a man who could be her soulmate while racing to resolve a case that threatens her job and her life,5.599,/uUV7EOHeaUvzYgWbB9q3A25mcuB.jpg,,"Drama, Romance, TV Movie","Mandalay Television, Lifetime",United States of America,English,
556,"https://m.media-amazon.com/images/M/MV5BOWIzZGUxZmItOThkMS00Y2QxLTg0MTYtMDdhMjRlNTNlYTI3L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",high noon,1952,PG,85 min,7.9,"A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at high noon when the gang leader, an outlaw he sent up years ago, arrives on the noon train.",89.0,97222,9450000.0,82384,High Noon,3.667,3,Released,2000-08-20,0,85,False,,0,,tt0244536,en,high noon,"High Noon tells the story of a lawman named Will Kane (Skerritt) who has just married a young bride, Amy (Thompson), promising to leave his dangerous career and settle down for a quiet life. Just as they are about to leave, word comes that a vicious killer Kane had sent to prison years earlier, is coming to town on the noon train seeking vengeance. Kane attempts to rally the town to fight the gunman, but not even his former deputy Harvey (Diamond) is willing to help. Harvey's cowardice infuriates his girlfriend, Helen (Alonso), whose romantic past with both Kane and with the arriving gunman convinces her to pack up and leave town. As the dreaded noon hour approaches, Kane realizes he must stand alone against the coming storm.",1.419,/gGgmYlIbBHHoqIERtJ5zzABqliQ.jpg,,"Drama, Action, Western, TV Movie",,,"Spanish, English",
556,"https://m.media-amazon.com/images/M/MV5BOWIzZGUxZmItOThkMS00Y2QxLTg0MTYtMDdhMjRlNTNlYTI3L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",high noon,1952,PG,85 min,7.9,"A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at high noon when the gang leader, an outlaw he sent up years ago, arrives on the noon train.",89.0,97222,9450000.0,1274371,High Noon,0.0,0,Released,,0,0,False,,0,,tt31121434,en,high noon,"Six months after a breakup, Jess prepares to meet up with her ex for one last fight. A film about missing someone who hurt you, and how that is its own special kind of hurt.",0.0,,,,,,,
556,"https://m.media-amazon.com/images/M/MV5BOWIzZGUxZmItOThkMS00Y2QxLTg0MTYtMDdhMjRlNTNlYTI3L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",high noon,1952,PG,85 min,7.9,"A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at high noon when the gang leader, an outlaw he sent up years ago, arrives on the noon train.",89.0,97222,9450000.0,405333,High Noon,0.0,0,Released,2014-01-01,0,32,False,,0,,,en,high noon,"High Noon is the meeting between the Southern Californian landscape with that of the South-Eastern landscape of Onomichi Japan as an experience of the gravitational pull towards the center of the earth, with the knowledge that we are sometimes standing on the world upside down. We briefly glimpse each landscape as a dizzying series of loops that seem to repeat themselves endlessly.",0.6,,,,,,,woman director
557,"https://m.media-amazon.com/images/M/MV5BNzkwNjk4ODgtYjRmMi00ODdhLWIyNjUtNWQyMjg2N2E2NjlhXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX67_CR0,0,67,98_AL_.jpg",strangers on a train,1951,A,101 min,7.9,A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder.,88.0,123341,7630000.0,845,Strangers on a Train,7.681,1503,Released,1951-06-27,7000000,103,False,/olDrym5lAwL1Y1IDW1lMXuIxfQ5.jpg,1200000,,tt0044079,en,strangers on a train,"A deranged socialite accosts a tennis star with his theory that if two strangers trade murders, they can disguise their motives and avoid suspicion.",19.469,/ihC083U7ef56Ui4x0P0dobojrZ1.jpg,It starts with a shriek of a train whistle... and ends with shrieking excitement!,"Crime, Thriller",Warner Bros. Pictures,United States of America,"French, English","infidelity, island, based on novel or book, perfect crime, psychopath, obsession, detective, suspicion, theory, carousel , lighter, gay interest, film noir, stalking, black and white, train, strangulation, double cross, amusement park, husband wife estrangement, chance meeting, cocktail party, fiancée, perfect murder, penn station, storm drain, tennis match, tennis pro, trains, homosexual subtext, murder swap, the perfect murder"
557,"https://m.media-amazon.com/images/M/MV5BNzkwNjk4ODgtYjRmMi00ODdhLWIyNjUtNWQyMjg2N2E2NjlhXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX67_CR0,0,67,98_AL_.jpg",strangers on a train,1951,A,101 min,7.9,A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder.,88.0,123341,7630000.0,1090210,Strangers on a Train,0.0,0,Released,,0,0,True,,0,,,en,strangers on a train,,0.0,,,,Tushy,,,
557,"https://m.media-amazon.com/images/M/MV5BNzkwNjk4ODgtYjRmMi00ODdhLWIyNjUtNWQyMjg2N2E2NjlhXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX67_CR0,0,67,98_AL_.jpg",strangers on a train,1951,A,101 min,7.9,A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder.,88.0,123341,7630000.0,1288119,Strangers on a Train,0.0,0,Released,2007-05-22,0,4,False,,0,,,en,strangers on a train,Two strangers meet at a railway station,0.0,/1aAC2Ja5SGBXEj8PBxJW3xrK6AC.jpg,,Drama,,United States of America,No Language,
557,"https://m.media-amazon.com/images/M/MV5BNzkwNjk4ODgtYjRmMi00ODdhLWIyNjUtNWQyMjg2N2E2NjlhXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX67_CR0,0,67,98_AL_.jpg",strangers on a train,1951,A,101 min,7.9,A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder.,88.0,123341,7630000.0,1271049,Strangers on a Train,0.0,0,Released,,0,0,False,,0,,,en,strangers on a train,,0.0,,,,,,,
558,"https://m.media-amazon.com/images/M/MV5BMzg2YTFkNjgtM2ZkNS00MWVkLWIwMTEtZTgzMDM2MmUxNDE2XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX67_CR0,0,67,98_AL_.jpg",harvey,1950,Approved,104 min,7.9,"Due to his insistence that he has an invisible six foot-tall rabbit for a best friend, a whimsical middle-aged man is thought by his family to be insane - but he may be wiser than anyone knows.",,52573,,11787,Harvey,7.683,542,Released,1950-12-04,0,104,False,/pL4EBT2Rm1EuTgyqiMM48elmhfY.jpg,0,,tt0042546,en,harvey,"The story of Elwood P. Dowd who makes friends with a spirit taking the form of a human-sized rabbit named Harvey that only he sees (and a few privileged others on occasion also.) After his sister tries to commit him to a mental institution, a comedy of errors ensues. Elwood and Harvey become the catalysts for a family mending its wounds and for romance blossoming in unexpected places.",12.368,/dgd82hYmpiXDM1G867HqNaWe8wj.jpg,The Wonderful Pulitzer Prize Play … becomes one of the Great Motion Pictures of our Time!,"Comedy, Fantasy",Universal International Pictures,United States of America,English,"sanatorium, based on play or musical, imaginary friend, mental institution, black and white, police officer, rabbit, mental illness, screwball comedy, commitment, brother sister relationship"
558,"https://m.media-amazon.com/images/M/MV5BMzg2YTFkNjgtM2ZkNS00MWVkLWIwMTEtZTgzMDM2MmUxNDE2XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX67_CR0,0,67,98_AL_.jpg",harvey,1950,Approved,104 min,7.9,"Due to his insistence that he has an invisible six foot-tall rabbit for a best friend, a whimsical middle-aged man is thought by his family to be insane - but he may be wiser than anyone knows.",,52573,,326115,Harvey,6.857,7,Released,1972-03-20,0,76,False,,0,,tt0068680,en,harvey,"Elwood P. Dowd's constant companion is Harvey, a six-foot tall invisible rabbit. To his sister, his obsession with Harvey has been a thorn in her plans to marry off her daughter. However, when she decides to put Elwood in a mental institution, a mix-up occurs, and she finds herself committed instead. It's now up to Elwood and ""Harvey"" to straighten out the mess.",2.078,/2OPZ5cKaaahpjzg2kztcciaOcsw.jpg,,"Comedy, Fantasy, TV Movie","Foote, Cone and Belding Productions, Hallmark Hall of Fame Productions",United States of America,English,
558,"https://m.media-amazon.com/images/M/MV5BMzg2YTFkNjgtM2ZkNS00MWVkLWIwMTEtZTgzMDM2MmUxNDE2XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX67_CR0,0,67,98_AL_.jpg",harvey,1950,Approved,104 min,7.9,"Due to his insistence that he has an invisible six foot-tall rabbit for a best friend, a whimsical middle-aged man is thought by his family to be insane - but he may be wiser than anyone knows.",,52573,,451467,Harvey,6.0,4,Released,2002-06-07,0,11,False,,0,,tt0304144,xx,harvey,,0.684,/leObtIAVi4oggBzqOZqq4mP3fue.jpg,,"Drama, Horror",,Australia,,"black and white, short film"
558,"https://m.media-amazon.com/images/M/MV5BMzg2YTFkNjgtM2ZkNS00MWVkLWIwMTEtZTgzMDM2MmUxNDE2XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX67_CR0,0,67,98_AL_.jpg",harvey,1950,Approved,104 min,7.9,"Due to his insistence that he has an invisible six foot-tall rabbit for a best friend, a whimsical middle-aged man is thought by his family to be insane - but he may be wiser than anyone knows.",,52573,,164278,Harvey,4.5,2,Released,1996-10-19,0,120,False,/nY4Mp1DWiCC4U3WM1lqsluAQPza.jpg,0,,tt0116497,en,harvey,"An unlikely hero, Elwood P. Dowd. This mild-mannered-but-eccentric bachelor has, for several years, happily kept company with Harvey, a six-foot-tall rabbit that only he can see. All's well until Elwood's social-climbing sister, Veta, and her teenage daughter, Myrtle Mae, come to live with him and fear his odd behavior will undermine their ambitions. When Elwood disrupts the ladies' first afternoon tea party by introducing wealthy Aunt Ethel Chauvenet to Harvey, Veta sees that something must be done right away. She takes compliant Elwood to the Chumley Rest Home, leaving him in the car while she tells a Dr. Sanderson all about Elwood and Harvey. Sanderson concludes that Veta is the psychotic one and has her carted off to be committed. Meanwhile Elwood is treated with respect and dignity in light of his sister's mental state. When Dr. Chumley, head of the rest home, returns and hears of the case, he draws the opposite conclusion-that Elwood in fact hallucinates.",1.727,/tY32c8Abdirj5jOsqQdBUhItj4R.jpg,,"Fantasy, TV Movie, Drama","Signboard Hill Productions, Pacific Motion Pictures, Don Gregory Productions, Hallmark Entertainment",United States of America,English,rabbit
558,"https://m.media-amazon.com/images/M/MV5BMzg2YTFkNjgtM2ZkNS00MWVkLWIwMTEtZTgzMDM2MmUxNDE2XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX67_CR0,0,67,98_AL_.jpg",harvey,1950,Approved,104 min,7.9,"Due to his insistence that he has an invisible six foot-tall rabbit for a best friend, a whimsical middle-aged man is thought by his family to be insane - but he may be wiser than anyone knows.",,52573,,966129,Harvey,0.0,0,Released,,0,2,False,,0,,,en,harvey,short film by Ilinca Harnut,0.6,,short film by Ilinca Harnut,,,,,
558,"https://m.media-amazon.com/images/M/MV5BMzg2YTFkNjgtM2ZkNS00MWVkLWIwMTEtZTgzMDM2MmUxNDE2XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX67_CR0,0,67,98_AL_.jpg",harvey,1950,Approved,104 min,7.9,"Due to his insistence that he has an invisible six foot-tall rabbit for a best friend, a whimsical middle-aged man is thought by his family to be insane - but he may be wiser than anyone knows.",,52573,,1069183,Harvey,0.0,0,Released,2023-01-02,0,0,False,,0,,,fr,harvey,,1.03,/ubpAexJiJinVTfcI4bHn7DwKKHE.jpg,,Comedy,"Pel-Mel Groupe, MC2, le Théâtre de Montansier de Versailles, Théâtre National Populaire (TNP)",France,,
