movie_id,actor_id
346,346
347,347
347,598
347,347
347,813
348,348
348,348
348,576
348,348
349,349
349,349
349,349
349,349
350,350
350,573
350,573
350,350
351,351
351,143
351,351
351,351
352,352
352,352
352,352
352,352
353,149
353,259
353,353
353,353
354,55
354,354
354,354
354,354
355,355
355,329
355,355
355,215
356,356
356,356
356,258
356,668
357,346
357,357
357,357
357,346
358,358
358,884
358,930
358,477
359,359
359,359
359,858
359,638
360,22
360,360
360,625
360,360
361,361
361,361
361,361
361,361
362,9
362,362
362,98
362,362
363,218
363,363
363,229
363,363
364,364
364,364
364,364
364,364
365,365
365,365
365,490
365,514
366,366
366,366
366,366
366,366
367,367
367,367
367,367
367,367
368,368
368,368
368,368
368,368
369,369
369,369
369,898
369,369
370,242
370,242
370,104
370,242
371,371
371,371
371,371
371,371
372,372
372,372
372,372
372,372
373,373
373,373
373,373
373,373
374,40
374,374
374,374
374,926
375,375
375,149
375,241
375,375
376,376
376,376
376,254
376,376
377,377
377,598
377,11
377,621
378,255
378,378
378,515
378,535
379,379
379,585
379,892
379,379
380,380
380,380
380,380
380,380
381,381
381,381
381,561
381,286
382,382
382,382
382,207
382,382
383,383
383,383
383,403
383,383
384,384
384,384
384,514
384,934
385,385
385,858
385,26
385,385
386,386
386,386
386,386
386,386
387,387
387,387
387,387
387,387
388,388
388,388
388,89
388,388
389,389
389,389
389,389
389,389
390,390
390,390
390,801
390,340
391,391
391,391
391,391
391,793
392,392
392,392
392,392
392,392
393,393
393,393
393,393
393,393
394,172
394,394
394,10
394,394
395,395
395,395
395,395
395,523
396,396
396,396
396,396
396,396
397,397
397,818
397,397
397,397
398,398
398,398
398,398
398,398
399,4
399,399
399,399
399,399
400,400
400,400
400,100
400,400
401,401
401,899
401,118
401,848
402,402
402,402
402,402
402,402
403,401
403,403
403,403
403,403
404,404
404,404
404,404
404,404
405,405
405,384
405,405
405,405
406,406
406,406
406,406
406,406
407,407
407,407
407,12
407,396
408,158
408,408
408,408
408,408
409,409
409,409
409,409
409,409
410,410
410,410
410,410
410,410
411,45
411,45
411,107
411,411
412,412
412,412
412,412
412,412
413,31
413,413
413,413
413,173
414,79
414,118
414,414
414,537
415,415
415,415
415,415
415,415
416,416
416,416
416,989
416,416
417,4
417,417
417,417
417,417
418,418
418,418
418,418
418,418
419,180
419,405
419,419
419,419
420,98
420,186
420,420
420,5
421,313
421,820
421,421
421,421
422,422
422,742
422,112
422,422
423,423
423,423
423,423
423,423
424,424
424,424
424,424
424,424
425,113
425,113
425,425
425,289
426,426
426,426
426,542
426,426
427,301
427,427
427,427
427,427
428,405
428,428
428,425
428,428
429,429
429,855
429,429
429,429
430,430
430,430
430,430
430,430
431,431
431,431
431,431
431,991
432,13
432,432
432,432
432,432
433,433
433,433
433,274
433,433
434,434
434,434
434,434
434,434
435,113
435,435
435,435
435,543
436,433
436,436
436,433
436,436
437,437
437,437
437,437
437,437
438,33
438,438
438,438
438,438
439,301
439,125
439,50
439,439
440,429
440,113
440,440
440,440
441,441
441,184
441,441
441,441
442,442
442,442
442,442
442,442
443,443
443,443
443,443
443,443
444,177
444,303
444,444
444,444
445,445
445,445
445,445
445,307
446,83
446,446
446,446
446,446
447,181
447,701
447,447
447,447
448,448
448,2
448,427
448,306
449,51
449,449
449,449
449,449
450,450
450,870
450,450
450,450
451,33
451,451
451,557
451,451
452,443
452,452
452,81
452,452
453,453
453,453
453,453
453,453
454,454
454,454
454,454
454,454
455,455
455,454
455,299
455,713
456,119
456,456
456,555
456,440
457,51
457,457
457,457
457,126
458,5
458,458
458,458
458,458
459,315
459,459
459,459
459,459
460,460
460,460
460,460
460,460
461,461
461,455
461,461
461,461
462,462
462,462
462,462
462,462
463,463
463,463
463,463
463,463
464,369
464,884
464,341
464,845
465,129
465,465
465,465
465,465
466,466
466,466
466,466
466,466
467,467
467,930
467,467
467,467
468,468
468,468
468,468
468,468
469,366
469,469
469,469
469,469
470,470
470,470
470,41
470,470
471,263
471,471
471,471
471,471
472,132
472,85
472,472
472,472
473,473
473,473
473,473
473,473
474,474
474,474
474,757
474,219
475,383
475,475
475,967
475,572
476,476
476,476
476,930
476,728
477,477
477,477
477,767
477,468
478,478
478,478
478,478
478,594
479,238
479,238
479,479
479,479
480,480
480,610
480,203
480,750
481,481
481,382
481,481
481,481
482,482
482,589
482,253
482,482
483,384
483,894
483,967
483,220
484,424
484,552
484,484
484,484
485,16
485,4
485,971
485,104
486,486
486,486
486,486
486,486
487,487
487,42
487,487
487,487
488,488
488,488
488,488
488,488
489,489
489,489
489,489
489,489
490,490
490,490
490,490
490,490
491,202
491,491
491,491
491,491
492,492
492,492
492,238
492,492
493,493
493,493
493,493
493,493
494,494
494,494
494,504
494,840
495,495
495,220
495,150
495,495
496,496
496,496
496,496
496,496
497,497
497,497
497,497
497,497
498,498
498,498
498,498
498,498
499,499
499,134
499,595
499,87
500,500
500,500
500,397
500,804
501,501
501,501
501,501
501,501
502,502
502,502
502,502
502,502
503,358
503,503
503,503
503,742
504,504
504,504
504,504
504,504
505,505
505,505
505,505
505,505
506,506
506,1
506,961
506,506
507,227
507,227
507,948
507,831
508,508
508,254
508,254
508,646
509,509
509,509
509,205
509,509
510,510
510,510
510,510
510,510
511,511
511,511
511,511
511,511
512,512
512,218
512,651
512,514
513,144
513,513
513,513
513,513
514,514
514,514
514,216
514,820
515,515
515,515
515,515
515,133
516,516
516,516
516,954
516,516
517,517
517,243
517,12
517,102
518,518
518,514
518,852
518,518
519,519
519,519
519,519
519,519
520,520
520,520
520,520
520,520
521,521
521,492
521,521
521,165
522,522
522,968
522,238
522,522
523,523
523,523
523,523
523,523
524,4
524,506
524,524
524,524
525,377
525,668
525,529
525,525
526,150
526,526
526,526
526,526
527,527
527,415
527,527
527,527
528,401
528,693
528,16
528,528
529,426
529,529
529,820
529,969
530,530
530,530
530,16
530,530
531,531
531,531
531,531
531,531
532,532
532,532
532,532
532,532
533,533
533,533
533,533
533,979
534,415
534,415
534,534
534,534
535,416
535,535
535,535
535,535
536,536
536,536
536,536
536,536
537,405
537,113
537,537
537,5
538,538
538,538
538,538
538,538
539,539
539,539
539,539
539,539
540,540
540,540
540,540
540,540
541,274
541,541
541,541
541,541
542,542
542,542
542,542
542,542
543,543
543,306
543,543
543,543
544,83
544,544
544,544
544,309
545,545
545,545
545,545
545,545
546,117
546,716
546,277
546,546
547,547
547,991
547,547
547,547
548,119
548,701
548,848
548,991
549,549
549,549
549,50
549,549
550,81
550,313
550,550
550,80
551,551
551,551
551,551
551,551
552,552
552,552
552,552
552,552
553,301
553,866
553,191
553,711
554,437
554,554
554,50
554,554
555,555
555,555
555,555
555,440
556,556
556,82
556,556
556,556
557,557
557,557
557,557
557,557
558,33
558,568
558,558
558,558
559,559
559,559
559,559
559,559
560,119
560,176
560,877
560,560
561,51
561,561
561,561
561,561
562,188
562,562
562,562
562,562
563,119
563,716
563,33
563,563
564,119
564,564
564,564
564,559
565,565
565,565
565,565
565,565
566,566
566,718
566,566
566,718
567,567
567,567
567,567
567,567
568,568
568,568
568,568
568,568
569,569
569,569
569,569
569,569
570,22
570,570
570,570
570,570
571,571
571,130
571,571
571,571
572,572
572,572
572,572
572,572
573,573
573,573
573,573
573,573
574,574
574,574
574,891
574,145
575,575
575,575
575,575
575,575
576,576
576,576
576,576
576,401
577,577
577,577
577,577
577,577
578,202
578,571
578,491
578,578
579,579
579,579
579,22
579,210
580,129
580,580
580,225
580,580
581,581
581,581
581,581
581,581
582,582
582,582
582,582
582,582
583,583
583,583
583,583
583,352
584,60
584,884
584,358
584,930
585,585
585,272
585,779
585,585
586,586
586,227
586,586
586,586
587,587
587,587
587,587
587,587
588,588
588,588
588,588
588,788
589,589
589,486
589,589
589,589
590,590
590,590
590,590
590,590
591,134
591,325
591,141
591,591
592,87
592,592
592,592
592,592
593,593
593,593
593,593
593,593
594,594
594,594
594,588
594,594
595,595
595,595
595,595
595,595
596,596
596,596
596,596
596,596
597,12
597,102
597,597
597,597
598,598
598,598
598,598
598,842
599,599
599,599
599,172
599,397
600,600
600,757
600,929
600,600
601,3
601,601
601,328
601,10
602,602
602,602
602,602
602,212
603,603
603,69
603,603
603,603
604,369
604,604
604,430
604,657
605,12
605,605
605,605
605,232
606,606
606,606
606,606
606,606
607,607
607,607
607,607
607,607
608,608
608,606
608,608
608,608
609,609
609,200
609,609
609,609
610,610
610,619
610,610
610,610
611,611
611,611
611,611
611,68
612,612
612,612
612,612
612,612
613,613
613,613
613,613
613,570
614,89
614,89
614,614
614,614
615,518
615,3
615,477
615,223
616,8
616,616
616,616
616,616
617,617
617,663
617,617
617,617
618,618
618,618
618,618
618,618
619,619
619,610
619,610
619,899
620,620
620,620
620,620
620,620
621,621
621,750
621,393
621,586
622,328
622,622
622,470
622,243
623,623
623,40
623,216
623,890
624,624
624,624
624,76
624,624
625,625
625,625
625,770
625,625
626,626
626,626
626,626
626,626
627,627
627,601
627,230
627,807
628,504
628,504
628,619
628,588
629,10
629,757
629,629
629,629
630,149
630,375
630,155
630,630
631,388
631,89
631,631
631,388
632,621
632,632
632,393
632,842
633,277
633,633
633,633
633,633
634,634
634,634
634,634
634,634
635,635
635,635
635,216
635,583
636,34
636,636
636,331
636,45
637,637
637,637
637,637
637,637
638,638
638,180
638,594
638,328
639,639
639,639
639,639
639,639
640,640
640,640
640,640
640,640
641,641
641,641
641,641
641,641
642,642
642,603
642,20
642,642
643,643
643,70
643,643
643,643
644,238
644,644
644,644
644,970
645,623
645,645
645,645
645,645
646,646
646,646
646,646
646,646
647,647
647,647
647,647
647,647
648,12
648,648
648,648
648,648
649,324
649,649
649,649
649,649
650,40
650,4
650,430
650,650
651,383
651,651
651,263
651,651
652,652
652,652
652,652
652,806
653,9
653,95
653,653
653,826
654,654
654,654
654,654
654,654
655,238
655,242
655,951
655,655
656,656
656,656
656,506
656,399
657,657
657,657
657,657
657,657
658,377
658,527
658,658
658,492
659,377
659,9
659,659
659,333
660,660
660,272
660,165
660,904
661,661
661,661
661,661
661,661
662,277
662,963
662,662
662,662
663,663
663,663
663,657
663,663
664,73
664,233
664,664
664,514
665,16
665,665
665,665
665,665
666,666
666,666
666,666
666,666
667,646
667,254
667,667
667,667
668,668
668,638
668,668
668,668
669,261
669,669
669,669
669,669
670,670
670,670
670,670
670,670
671,671
671,826
671,386
671,671
672,16
672,100
672,672
672,672
673,673
673,673
673,673
673,673
674,674
674,623
674,407
674,28
675,646
675,675
675,675
675,675
676,48
676,48
676,48
676,676
677,677
677,324
677,133
677,677
678,45
678,678
678,678
678,678
679,679
679,679
679,679
679,679
680,674
680,680
680,680
680,680
681,681
681,681
681,27
681,27
682,682
682,890
682,682
682,268
683,683
683,683
683,683
683,683
684,684
684,684
684,684
684,684
685,685
685,685
685,833
685,685
686,397
686,533
686,76
686,686
687,687
687,687
687,160
687,687
688,16
688,688
688,688
688,688
689,689
689,689
689,689
689,689
690,405
690,500
690,690
690,690
691,229
691,691
691,687
691,691
692,13
692,692
692,692
692,692
693,693
693,820
693,430
693,693
694,677
694,417
694,694
694,75
695,695
695,695
695,695
695,695
696,696
696,696
696,696
696,696
697,75
697,386
697,547
697,697
698,698
698,698
698,698
698,698
699,418
699,699
699,699
699,699
700,405
700,852
700,700
700,700
701,701
701,701
701,701
701,701
702,183
702,547
702,716
702,702
703,703
703,281
703,703
703,677
704,701
704,704
704,453
704,704
705,430
705,705
705,705
705,705
706,706
706,706
706,706
706,706
707,707
707,707
707,707
707,707
708,708
708,708
708,708
708,715
709,709
709,709
709,709
709,709
710,710
710,437
710,998
710,710
711,51
711,711
711,561
711,33
712,51
712,561
712,712
712,712
713,713
713,125
713,713
713,713
714,437
714,714
714,714
714,458
715,715
715,715
715,715
715,715
716,716
716,119
716,716
716,716
717,717
717,717
717,720
717,450
718,718
718,718
718,566
718,718
719,719
719,719
719,719
719,719
720,720
720,720
720,717
720,720
721,721
721,721
721,721
721,721
722,722
722,722
722,722
722,722
723,349
723,890
723,349
723,471
724,724
724,477
724,724
724,724
725,725
725,725
725,725
725,232
726,384
726,726
726,726
726,504
727,727
727,727
727,727
727,727
728,728
728,728
728,728
728,728
729,729
729,729
729,729
729,729
730,613
730,583
730,730
730,730
731,347
731,731
731,585
731,820
732,732
732,889
732,732
732,263
733,733
733,733
733,572
733,733
734,734
734,751
734,41
734,734
735,735
735,735
735,735
735,735
736,736
736,129
736,138
736,736
737,737
737,737
737,737
737,737
738,60
738,884
738,585
738,930
739,215
739,739
739,739
739,325
740,740
740,740
740,740
740,740
741,741
741,741
741,741
741,741
742,742
742,742
742,594
742,924
743,39
743,743
743,743
743,743
744,744
744,594
744,826
744,744
745,745
745,340
745,745
745,745
746,746
746,500
746,160
746,746
747,494
747,494
747,624
747,339
748,748
748,748
748,748
748,748
749,749
749,213
749,749
749,604
750,750
750,750
750,753
750,961
751,751
751,753
751,751
751,751
752,369
752,373
752,944
752,898
753,753
753,753
753,16
753,753
754,211
754,470
754,253
754,701
755,755
755,908
755,755
755,333
756,227
756,227
756,948
756,588
757,757
757,218
757,8
757,757
758,758
758,758
758,961
758,487
759,759
759,634
759,759
759,759
760,760
760,760
760,760
760,760
761,761
761,761
761,761
761,761
762,762
762,762
762,762
762,762
763,763
763,763
763,763
763,763
764,764
764,764
764,764
764,764
765,765
765,594
765,478
765,765
766,89
766,766
766,727
766,766
767,750
767,767
767,767
767,780
768,383
768,358
768,219
768,761
769,769
769,412
769,28
769,743
770,770
770,770
770,936
770,770
771,771
771,771
771,771
771,158
772,772
772,772
772,772
772,772
773,773
773,773
773,773
773,773
774,383
774,3
774,581
774,774
775,40
775,3
775,897
775,345
776,236
776,746
776,361
776,776
777,777
777,777
777,777
777,777
778,218
778,512
778,229
778,778
779,3
779,779
779,779
779,779
780,63
780,780
780,780
780,780
781,397
781,930
781,781
781,781
782,227
782,227
782,948
782,782
783,623
783,279
783,784
783,783
784,784
784,784
784,784
784,784
785,384
785,497
785,785
785,785
786,786
786,786
786,786
786,786
787,217
787,787
787,787
787,787
788,788
788,771
788,362
788,788
789,506
789,109
789,784
789,529
790,790
790,500
790,651
790,629
791,769
791,255
791,25
791,230
792,12
792,792
792,792
792,792
793,793
793,793
793,793
793,793
794,794
794,794
794,794
794,794
795,795
795,795
795,795
795,795
796,500
796,10
796,796
796,218
797,797
797,797
797,797
797,797
798,253
798,500
798,827
798,798
799,799
799,899
799,272
799,799
800,800
800,800
800,800
800,800
801,801
801,801
801,801
801,801
802,802
802,802
802,934
802,802
803,623
803,238
803,687
803,269
804,804
804,397
804,804
804,804
805,805
805,805
805,805
805,805
806,806
806,806
806,232
806,833
807,18
807,648
807,807
807,670
808,172
808,808
808,899
808,808
809,809
809,809
809,809
809,809
810,4
810,377
810,104
810,810
811,598
811,811
811,811
811,811
812,229
812,812
812,41
812,812
813,813
813,431
813,813
813,95
814,814
814,814
814,814
814,814
815,815
815,815
815,262
815,815
816,816
816,816
816,46
816,816
817,817
817,817
817,817
817,817
818,818
818,514
818,1
818,818
819,12
819,623
819,819
819,819
820,820
820,820
820,820
820,820
821,623
821,821
821,821
821,821
822,150
822,394
822,822
822,822
823,823
823,823
823,823
823,823
824,4
824,118
824,824
824,701
825,384
825,18
825,825
825,961
826,826
826,826
826,826
826,826
827,253
827,827
827,253
827,827
828,253
828,42
828,378
828,827
829,829
829,48
829,829
829,829
830,830
830,830
830,830
830,830
831,831
831,831
831,831
831,831
832,832
832,832
832,117
832,832
833,3
833,833
833,833
833,833
834,693
834,521
834,834
834,834
835,835
835,835
835,521
835,263
836,426
836,836
836,404
836,836
837,837
837,837
837,837
837,837
838,415
838,426
838,838
838,838
839,113
839,839
839,537
839,119
840,840
840,840
840,840
840,840
841,280
841,841
841,701
841,692
842,842
842,842
842,842
842,842
843,843
843,843
843,843
843,843
844,844
844,844
844,844
844,844
845,845
845,845
845,845
845,845
846,846
846,846
846,414
846,846
847,415
847,415
847,847
847,847
848,848
848,416
848,5
848,848
849,849
849,418
849,849
849,849
850,4
850,850
850,850
850,850
851,851
851,851
851,851
851,851
852,852
852,852
852,852
852,852
853,677
853,416
853,540
853,853
854,13
854,854
854,854
854,854
855,855
855,13
855,855
855,855
856,118
856,848
856,856
856,856
857,857
857,544
857,49
857,426
858,858
858,858
858,858
858,858
859,859
859,859
859,416
859,859
860,858
860,860
860,860
860,436
861,861
861,301
861,861
861,861
862,693
862,862
862,862
862,862
863,863
863,863
863,826
863,24
864,181
864,443
864,864
864,864
865,865
865,865
865,865
865,865
866,866
866,180
866,49
866,13
867,867
867,867
867,867
867,867
868,868
868,868
868,868
868,868
869,555
869,869
869,869
869,869
870,870
870,79
870,870
870,870
871,51
871,701
871,83
871,871
872,437
872,559
872,872
872,554
873,873
873,873
873,873
873,873
874,51
874,716
